教学班,培养类型,课程代码,课程名称,课程性质,课程类别,授课语言,学分,学时,教师,上课信息,选课要求,面向对象,限制对象,本科生容量/已选,研究生容量/已选,开课院系
海洋工程流体力学-01班-双语,本,OCE217,海洋工程流体力学 Fluid Mechanics For Offshore Engineering,必修,专业基础课,双语,3.0,48.0,冯兴亚,"1-9,11-15周,星期二第3-4节 一教421 2-14双周,星期四第3-4节 一教421 11周,星期六第1-2节 一教421",,,,30 / 5,10 / 0,海洋科学与工程系
工程材料与腐蚀-01班-双语,本,OCE219,工程材料与腐蚀 Engineering Materials and Corrosion,必修,专业核心课,双语,3.0,48.0,SONG GUANG LING(宋光铃),"1-3,5-15周,星期二第7-8节 一教322 1-15单周,星期四第3-4节 一教322 6周,星期三第9-10节 一教302",,,,30 / 5,10 / 3,海洋科学与工程系
土力学与基础-01班-英文,本,OCE220,土力学与基础 Soil Mechanics and Foundation,必修,专业基础课,英文,3.0,48.0,王营泽 冯伟强,"1-6,8,10,12-15周,星期二第5-6节 一教422 1-15单周,星期四第9-10节 一教422 7周,星期二第5-6节 一教422",,,,30 / 5,10 / 0,海洋科学与工程系
海洋平台及水下生产系统-01班-双语,本,OCE344,海洋平台及水下生产系统 Offshore Platforms and Subsea Production Systems,必修,专业核心课,双语,3.0,48.0,李晔,"1-5,7-9,11,14,15周,星期一第9-10节 一教421 1,3,15周,星期五第3-4节 一教421 5周,星期五第3-4节 工学院南楼251 7周,星期五第3-4节 工学院南楼251 8周,星期六第9-10节 一教421 9周,星期五第3-4节 工学院南楼249实验室 10周,星期一第9-10节 工学院南楼249实验室 11周,星期五第3-4节 工学院南楼251 12周,星期一第9-10节 工学院南楼251 13周,星期一第9-10节 工学院南楼249实验室 13周,星期五第3-4节 工学院南楼249实验室",,,,30 / 3,10 / 2,海洋科学与工程系
矿物学与岩石学实验-01班-中文,本,OCE408,矿物学与岩石学实验 Mineralogy and Petrology Laboratory,选修,专业选修课,中文,1.0,32.0,周怀阳,"1-15周,星期一第7-8节 理学院E4149实验室",,,,30 / 7,10 / 4,海洋科学与工程系
海上实习-01班-中文-后置名单,本,OCE471,海上实习 Marine Cruises,必修,实践,中文,2.0,64.0,展鹏,,,,,30 / 0,0 / 0,海洋科学与工程系
毕业论文(设计)-01班-中文-后置名单,本,OCE490,毕业论文(设计) Thesis (Graduation Project),必修,专业必修课,中文,8.0,256.0,郭震,,,,,30 / 0,0 / 0,海洋科学与工程系
毕业论文(设计)-01班-双语-后置名单,本,OCE491,毕业论文(设计) Thesis (Graduation Project),毕业设计/论文,专业必修课,双语,12.0,384.0,郭震,,,,,30 / 0,0 / 0,海洋科学与工程系
海洋和大气科学研究方法-01班-中文,研,OCE5022,海洋和大气科学研究方法 Research Method for Oceanic and Atmospheric Science,选修,专业选修课,中文,3.0,48.0,李莹,"1-15单周,星期一第3-4节 一教421 1-6,8-15周,星期三第3-4节 一教421 15周,星期三第1-2节 一教421",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,30 / 8,海洋科学与工程系
海洋工程混凝土结构-01班-英文,,OCE5035,Marine Concrete Structures,,,英文,3.0,48.0,JIAN FEI CHEN（陈建飞）,"1-15单周,星期二第9-10节一教501
1-15周,星期三第5-6节一教501",,,年级:2025;学院:深圳理工大学;层次:硕士;,5/0,25/7,
有机地球化学-01班-英文,,OCE5038,Organic Geochemistry,,,英文,3.0,64.0,周友平,"1-7,9-15周,星期三第9-10节一教124
1-15周,星期四第9-10节工学院南楼448实验室 9周,星期二第9-10节一教123",,,年级:2025;学院:深圳理工大学;层次:硕士;,5/0,25/5,
病毒生态与演化-01班-英文,,OCE5038,Virus Ecology and Evolution,,,英文,3.0,48.0,范陆,"1-15单周,星期四第5-6节一教524
1-6,9-15周,星期五第5-6节一教524
7周,星期四第7-8节一教524
9周,星期四第7-8节一教524",,,年级:2025;学院:深圳理工大学;层次:硕士;,0/0,30/5,
数据同化前沿-01班-中文,研,OCE5041,数据同化前沿 Advanced Topics in Data Assimilation,必修,专业选修课,中文,2.0,32.0,展鹏,"上课信息: 1-13周,星期二第3-4节 一教322 7周,星期三第7-8节 一教323 8周,星期三第7-8节 一教322",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,30 / 7,海洋科学与工程系
海洋地球物理信号分析-01班-中文,研,OCE5042,海洋地球物理信号分析 Signal Analysis for Marine Geophysics,选修,专业选修课,中文,3.0,48.0,罗彬,"上课信息: 1-15周,星期一第9-11节 一教422",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,30 / 5,海洋科学与工程系
高等海洋生态学-01班-英文,研,OCE5046,高等海洋生态学 Advanced Marine Ecology,选修,专业选修课,英文,3.0,45.0,李芯芯,"上课信息: 1-15周,星期二第5-6节 一教524 1-15单周,星期三第5-6节 一教524",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,30 / 6,海洋科学与工程系
海洋工程复合材料结构-01班-英文,研,OCE5047,海洋工程复合材料结构 Ocean Engineering Structures with Fiber Reinforced Polymer (FRP) Composites,选修,专业选修课,英文,2.0,32.0,林观,"上课信息: 1-15周,星期二第3-4节 一教501",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,30 / 5,海洋科学与工程系
组合结构与混合结构-01班-英文,研,OCE5049,组合结构与混合结构 Composite Structures and Hybrid Structures,选修,专业选修课,英文,3.0,48.0,保超,"1-15周,星期一第5-6节 一教501 1-15单周,星期三第7-8节 一教501",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,30 / 10,海洋科学与工程系
普通物理学(下)-01班-双语,本,PHY102,普通物理学(下) General Physics II,必修,通识必修课,双语,5.0,80.0,刘奇航 刘畅(代),"1-15周,星期一第7-8节 智华楼106 1-15周,星期三第7-8节 智华楼106 1-11单,15周,星期五第5-6节 智华楼106 13周,星期五第5-6节 智华楼106",,,,100 / 56,0 / 0,物理系
基础物理实验-01班-双语-实验课每次课都算期末成绩，且不能补课,本,PHY104B,基础物理实验 Experiments of Fundamental Physics,必修,通识必修课,双语,2.0,64.0,张贤高 徐婷婷 王晓峰 张欢 陈倩 王才林 邓冬梅 曾李奇 邵明珍 杨珺,"1-2周,星期二第5-8节 一科报告厅 3-15周,星期二第5-8节 理学院P4116实验室",请根据绪论课的邮件通知（课程须知文件或预习大厅小程序），自行查询每周上课实验室。每周上课实验室在理学院四楼4116-4126。,,,200 / 182,0 / 0,物理系
基础物理实验-04班-双语-实验课每次课都算期末成绩，且不能补课,本,PHY104B,基础物理实验 Experiments of Fundamental Physics,必修,通识必修课,双语,2.0,64.0,张欢 王晓峰 张贤高 陈佶 杨珺 王才林 邓冬梅 曾李奇 邵明珍 徐婷婷,"上课信息:
1-2周,星期五第1-4节 理学院CS1142报告厅
3-15周,星期五第1-4节 理学院P4116实验室",选课要求:请根据绪论课的邮件通知（课程须知文件或预习大厅小程序），自行查询每周上课实验室。每周上课实验室在理学院四楼4116-4126。,,,200 / 191,0 / 0,物理系
基础物理实验-05班-双语-实验课每次课都算期末成绩，且不能补课,本,PHY104B,基础物理实验 Experiments of Fundamental Physics,必修,通识必修课,双语,2.0,64.0,王晓峰 徐婷婷 张贤高 陈佶 杨珺 王才林 邓冬梅 曾李奇 邵明珍 张欢,"上课信息:
1-2周,星期五第5-8节 理学院CS1142报告厅
3-15周,星期五第5-8节 理学院P4116实验室",选课要求:请根据绪论课的邮件通知（课程须知文件或预习大厅小程序），自行查询每周上课实验室。每周上课实验室在理学院四楼4116-4126。,,,180 / 166,0 / 0,物理系
生物医学工程实验(二)-01班-英文,本,BMEB322,生物医学工程实验(二) Biomedical Engineering Lab II,必修,专业核心课,英文,3.0,96.0,彭诚,"1-5单周,星期一第5-8节 慧园2栋310实验室
1-5周,星期四第5-8节 慧园2栋310实验室
6-15周,星期四第5-8节 慧园2栋306实验室
7-15单周,星期一第5-8节 慧园2栋306实验室",,,,35/36,0/0,生物医学工程系
生物医学工程实验(二)-02班-英文,本,BMEB322,生物医学工程实验(二) Biomedical Engineering Lab II,必修,专业核心课,英文,3.0,96.0,彭诚,"1-5周,星期五第5-8节 慧园2栋310实验室
2,4周,星期一第5-8节 慧园2栋310实验室
6-14双周,星期一第5-8节 慧园2栋306实验室
6-15周,星期五第5-8节 慧园2栋306实验室",,,,35/30,0/0,生物医学工程系
大学物理(下)-06班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,陈远珍,"1-15周,星期一第5-6节 智华楼108 1-15周,星期三第5-6节 智华楼108",,,,110/108,0/0,物理系
大学物理(下)-07班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,鲁大为 吴紫辉,"1周,星期三第7-8节 智华楼107 1周,星期五第5-6节 智华楼107 2-15周,星期三第7-8节 智华楼107 2-15周,星期五第5-6节 智华楼107",,,,110/109,0/0,物理系
大学物理(下)-08班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,王善民,"1-15周,星期二第1-2节 智华楼107 1-15周,星期四第3-4节 智华楼107",,,,95/94,0/0,物理系
大学物理(下)-09班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,LI BAOWEN (李保文),"1-15周,星期一第5-6节 智华楼105 1-15周,星期三第5-6节 智华楼105",,,,80/39,0/0,物理系
大学物理(下)-11班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,朱金龙,"1-15周,星期三第7-8节 智华楼108 1-15周,星期五第5-6节 智华楼108",,,,90/81,0/0,物理系
大学物理(下)-12班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,殷嘉鑫,"1-15周,星期二第5-6节 智华楼203 1-15周,星期五第7-8节 智华楼203",,,,80/13,0/0,物理系
大学物理(下)-13班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,陈洁,"1-15周,星期一第3-4节 商学院104 1-15周,星期三第1-2节 商学院103",,,,90/45,0/0,物理系
大学物理(下)-14班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,陈伟强 王克东(代),"1-11,13-15周,星期一第5-6节 智华楼107 1-15周,星期三第5-6节 智华楼107 12周,星期一第5-6节 智华楼107",,,,90/90,0/0,物理系
大学物理(下)-15班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,王克东,"1-15周,星期二第3-4节 智华楼106 1-15周,星期四第1-2节 智华楼106",,,,110/110,0/0,物理系
大学物理(下)-16班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,陈洁菲,"1-15周,星期二第7-8节 智华楼106 1-15周,星期五第3-4节 智华楼106",,,,90/15,0/0,物理系
大学物理(下)-17班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,刘松,"1-15周,星期二第5-6节 智华楼108 1-15周,星期五第7-8节 智华楼108",,,,90/17,0/0,物理系
大学物理(下)-18班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,王取泉,"1-15周,星期二第3-4节 智华楼108 1-15周,星期四第1-2节 智华楼108",,,,90/57,0/0,物理系
大学物理(下)-19班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,张文清,"1-15周,星期一第1-2节 智华楼108 1-15周,星期三第3-4节 智华楼108",,,,90/37,0/0,物理系
大学物理(下)-20班-双语,本,PHY106,大学物理(下) College Physics II,必修,通识必修课,双语,4.0,64.0,张立源,"1-15周,星期二第1-2节 智华楼104 1-15周,星期四第3-4节 智华楼104",,,,90/15,0/0,物理系
现代物理技术实验-01班-双语,本,PHY202,现代物理技术实验 Physics Laboratory III,必修,专业基础课,双语,2.0,64.0,邓冬梅 陈佶 杨珺 王晓峰 王才林 徐婷婷 张欢 邵明珍 曾李奇 张贤高,"1-2周,星期二第1-4节 理学院P1078报告厅 3-15周,星期二第1-4节 理学院P3118",,,,75/59,0/0,物理系
数学物理方法-01班-双语,本,PHY203-15,数学物理方法 Mathematical Methods in Physics,选修,专业选修课,双语,4.0,64.0,高唱,"1-15周,星期二第7-8节 智华楼302 1-3,5-15周,星期四第3-4节 智华楼302 4周,星期日第5-6节 智华楼302",,,,40/13,0/0,物理系
热力学与统计物理I-01班-双语,本,PHY204,热力学与统计物理I Thermodynamics and Statistical Physics I,必修,专业基础课,双语,3.0,48.0,王克东,"1-15周,星期二第9-10节 智华楼207 2-14双周,星期四第9-10节 智华楼207",,,,82 / 63,0 / 0,物理系
分析力学-01班-双语,本,PHY205-15,分析力学 Analytical Mechanics,必修,专业基础课,双语,3.0,48.0,田振粮,"1-4,6-9,11-15周,星期三第7-8节 智华楼302 2-14双周,星期五第7-8节 智华楼302 7周,星期四第7-8节 智华楼302 12周,星期四第7-8节 智华楼302",,,,40 / 15,0 / 0,物理系
量子力学I-01班-双语,本,PHY206-15,量子力学I Introduction to Quantum Mechanics,必修,专业基础课,双语,3.0,48.0,许志芳,"1-15周,星期三第3-4节 智华楼104 1-15单周,星期五第3-4节 智华楼104",,,,82 / 51,0 / 0,物理系
电动力学I-01班-双语,本,PHY207-15,电动力学I Electrodynamics I,必修,专业基础课,双语,3.0,48.0,叶飞,"1-15周,星期一第7-8节 智华楼103 2-14双周,星期三第5-6节 智华楼103",,,,40 / 21,0 / 0,物理系
电动力学II-01班-双语,本,PHY208,电动力学II Electrodynamics II,必修,专业基础课,双语,3.0,48.0,叶飞,"1-15周,星期一第5-6节 智华楼103 1-15单周,星期三第5-6节 智华楼103",,,,80 / 53,0 / 0,物理系
原子物理学-01班-双语,本,PHY210,原子物理学 Atomic Physics,必修,专业基础课,双语,3.0,48.0,王干,"1-15周,星期二第5-6节 智华楼205 2-14双周,星期五第3-4节 智华楼205",,,,82 / 39,0 / 0,物理系
统计物理II-01班-英文,本,PHY303,统计物理II Statistical Mechanics II,必修,专业核心课,英文,3.0,48.0,马晓光,"1-15周,星期三第7-8节 智华楼303 1-15单周,星期五第5-6节 智华楼303",,,,40 / 14,0 / 0,物理系
近代光学-01班-双语,本,PHY307,近代光学 Modern Optics,必修,专业核心课,双语,3.0,48.0,戴亚南,"1-15周,星期四第5-6节 智华楼301 2-14双周,星期一第3-4节 智华楼301",,,,50 / 13,0 / 0,物理系
固体物理-01班-双语,本,PHY321-15,固体物理 Introduction to Solid State Physics,必修,专业核心课,双语,4.0,64.0,梅佳伟,"1-15周,星期一第7-8节 智华楼303 1-15周,星期三第5-6节 智华楼303",,,,40 / 14,0 / 0,物理系
激光原理-01班-双语,本,PHY324,激光原理 Laser Fundamentals,必修,专业核心课,双语,3.0,48.0,黄明远,"上课信息:
1-15周,星期四第3-4节 智华楼303
2-14双周,星期二第3-4节 智华楼303",,,,40 / 10,0 / 0,物理系
半导体物理与器件-01班-双语,本,PHY326-15,半导体物理与器件 Semiconductor Physics and Devices,必修,专业核心课,双语,4.0,64.0,何洪涛,"上课信息:
1-15周,星期三第7-8节 智华楼304
1-15周,星期五第5-6节 智华楼304",,,,40 / 9,0 / 0,物理系
低温物理学-01班-双语,本,PHY328,低温物理学 Low Temperature Physics,选修,专业选修课,双语,3.0,64.0,吴留锁,"上课信息:
1-8周,星期二第5-6节 智华楼302
1-8周,星期四第5-6节 智华楼302
9-15周,星期四第5-8节 理学院P5085",,,,40 / 13,0 / 0,物理系
计算物理-01班-双语,本,PHY336,计算物理 Introduction to Computational Physics,必修,专业核心课,双语,3.0,48.0,黄丽,"上课信息:
1-15单周,星期一第3-4节 智华楼203
1-15周,星期三第3-4节 智华楼203",,,,82 / 52,0 / 0,物理系
量子材料-01班-双语,本,PHY360,量子材料 Quantum Materials,选修,专业选修课,双语,3.0,48.0,陈卓昱,"上课信息:
1-15单周,星期二第3-4节 智华楼304
1-15周,星期五第3-4节 智华楼304",,,,20 / 13,10 / 0,物理系
物理人工智能导论-01班-双语,本,PHY369,物理人工智能导论 AI for physics,选修,专业选修课,双语,3.0,56.0,周院院,"上课信息:
1-15周,星期二第7-8节 智华楼301
2-8双周,星期五第7-8节 智华楼301
9周,星期六第5-6节 智华楼505机房
10-15周,星期五第7-8节 智华楼505机房",,,,30 / 25,0 / 0,物理系
前沿物理虚拟仿真实验-01班-双语,本,PHY401,前沿物理虚拟仿真实验 Virtual Experiments on Frontiers of Physics,选修,专业选修课,双语,1.0,32.0,陈佶 何佳清 王克东 张贤高 王晓峰,"上课信息:
1-15周,星期五第9-10节 理学院P4123实验室",,,,50 / 10,0 / 0,物理系
广义相对论：从黑洞到宇宙学-01班-英文,本,PHY439,广义相对论：从黑洞到宇宙学 General Relativity: from Black Holes to Cosmology,选修,专业选修课,英文,3.0,48.0,SEBASTIAN GARCIA SAENZ,"上课信息:
1-4,6-15周,星期一第5-6节 智华楼303
2-14双周,星期四第7-8节 智华楼303
13周,星期日第5-6节 智华楼303",,,,40 / 19,0 / 0,物理系
毕业论文(设计)-01班-中文-后置名单,本,PHY490,毕业论文(设计) Thesis (Graduation project),必修,专业必修课,中文,8.0,256.0,陈伟强,,,,,100 / 0,0 / 0,物理系
毕业论文(设计)-01班-中文-后置名单,本,PHY495,毕业论文(设计) Thesis (Graduation project),毕业设计/论文,实践,中文,12.0,384.0,陈伟强,,,,,100 / 0,0 / 0,物理系
固体理论-01班-中文,研,PHY5002,固体理论 Solid State Theory,必修,专业核心课,中文,4.0,64.0,岳长明,"1-15周,星期三第9-10节 商学院101 1-15周,星期五第3-4节 商学院101",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,60 / 12,物理系
高等固体物理-01班-中文,研,PHY5004,高等固体物理 Advanced Solid State Physics,,专业必修课,中文,4.0,64.0,李军学 孙煜杰,"1-15周,星期二第5-6节 商学院208 1周,星期四第5-6节 商学院208 2-15周,星期四第5-6节 商学院208",,,年级:2025;学院:深圳理工大学;层次:硕士;,20 / 10,40 / 33,物理系
量子光学-01班-中文,研,PHY5020,量子光学 Quantum Optics,必修,专业核心课,中文,3.0,48.0,杨兵,"1-15周,星期三第7-8节 商学院226 2-14双周,星期一第7-8节 商学院226",,,年级:2025;学院:深圳理工大学;层次:硕士;,30 / 13,30 / 24,物理系
量子计算-01班-中文,研,PHY5032,量子计算 Quantum Computation,必修,专业核心课,中文,3.0,48.0,蔡昕昕,"上课信息: 1-15周,星期一第3-4节 商学院208 1-15周,星期三第3-4节 商学院208",,,年级:2025;学院:深圳理工大学;层次:硕士;,20 / 5,30 / 24,物理系
现代物理实验A-01班-中文,研,PHY5034,现代物理实验A Experiments in Modern Physics A,必修,专业核心课,中文,3.0,64.0,王善民,"上课信息: 1-15周,星期二第9-10节 智华楼304 1周,星期四第9-10节 智华楼304 2-15周,星期四第9-10节 无地点",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,42 / 27,物理系
冷原子物理-01班-英文,研,PHY5052,冷原子物理 Cold Atom Physics,选修,专业选修课,英文,3.0,48.0,郭鸣阳,"上课信息: 1-15周,星期四第3-4节 商学院207 2-14双周,星期一第3-4节 商学院207",,,年级:2025;学院:深圳理工大学;层次:硕士;,10 / 2,20 / 8,物理系
表面物理学-01班-中文,研,PHY5054,表面物理学 Introduction to Surface Physics,选修,专业选修课,中文,3.0,48.0,徐虎,"上课信息: 1-15周,星期二第3-4节 智华楼309 1-15单周,星期五第5-6节 智华楼309",,,年级:2025;学院:深圳理工大学;层次:硕士;,20 / 17,20 / 13,物理系
超导物理II-01班-中文,研,PHY5061,超导物理II Physics of Superconductivity II,选修,专业选修课,中文,1.0,16.0,刘荧-外聘,"上课信息: 12-15周,星期二第7-8节 智华楼304 12-15周,星期四第7-8节 智华楼304",,,年级:2025;学院:深圳理工大学;层次:硕士;,20 / 0,20 / 7,物理系
智能医学工程综合实验II-01班-英文,本,BMEB329,智能医学工程综合实验II Experiment on Intelligence Medical Engineering I I,必修,专业核心课,英文,2.0,64.0,刘洁 杨用,"1-8周,星期四第5-8节 智华楼510机房 9-15周,星期四第5-8节 慧园2栋310实验室",,,,46 / 43,0 / 0,生物医学工程系
医用机器人-01班-英文,本,BMEB330,医用机器人 Medical Robotics,必修,专业核心课,英文,3.0,48.0,张明明,"1-15周,星期三第3-4节 一教327 2-14双周,星期一第9-10节 一教327",,,,90 / 60,0 / 0,生物医学工程系
医学大数据-01班-英文,本,BMEB331,医学大数据 Medical Big Data,必修,专业核心课,英文,3.0,64.0,王文锦,"1-5,7-11,13-15周,星期五第5-6节 商学院102 1-5,7-15周,星期五第7-8节 智华楼502机房 8周,星期日第5-6节 智华楼102 8周,星期日第7-8节 智华楼502机房 12周,星期日第5-6节 智华楼102",上课课智华楼502和503同时使用,,,90 / 68,0 / 0,生物医学工程系
核物理与核天体物理-01班-中文,研,PHY5062,核物理与核天体物理 Nuclear Physics and Nuclear Astrophysics,选修,专业选修课,中文,3.0,48.0,柳卫平,"1-12,15周,星期一第9-10节 商学院101 1-15周,星期一第11-11节 商学院101 12周,星期六第9-10节 商学院102 13周,星期六第9-10节 商学院102",,,,25 / 16,25 / 4,物理系
